,time,Unnamed: 0,thorax_rx_pos_orig,thorax_rx_vel_orig,thorax_rx_acc_orig,thorax_ry_pos_orig,thorax_ry_vel_orig,thorax_ry_acc_orig,thorax_rz_pos_orig,thorax_rz_vel_orig,thorax_rz_acc_orig,thorax_tx_pos_orig,thorax_tx_vel_orig,thorax_tx_acc_orig,thorax_ty_pos_orig,thorax_ty_vel_orig,thorax_ty_acc_orig,thorax_tz_pos_orig,thorax_tz_vel_orig,thorax_tz_acc_orig,sternoclavicular_r2_pos_orig,sternoclavicular_r2_vel_orig,sternoclavicular_r2_acc_orig,sternoclavicular_r3_pos_orig,sternoclavicular_r3_vel_orig,sternoclavicular_r3_acc_orig,unrotscap_r3_pos_orig,unrotscap_r3_vel_orig,unrotscap_r3_acc_orig,unrotscap_r2_pos_orig,unrotscap_r2_vel_orig,unrotscap_r2_acc_orig,acromioclavicular_r2_pos_orig,acromioclavicular_r2_vel_orig,acromioclavicular_r2_acc_orig,acromioclavicular_r3_pos_orig,acromioclavicular_r3_vel_orig,acromioclavicular_r3_acc_orig,acromioclavicular_r1_pos_orig,acromioclavicular_r1_vel_orig,acromioclavicular_r1_acc_orig,unrothum_r1_pos_orig,unrothum_r1_vel_orig,unrothum_r1_acc_orig,unrothum_r3_pos_orig,unrothum_r3_vel_orig,unrothum_r3_acc_orig,unrothum_r2_pos_orig,unrothum_r2_vel_orig,unrothum_r2_acc_orig,elv_angle_pos_orig,elv_angle_vel_orig,elv_angle_acc_orig,shoulder_elv_pos_orig,shoulder_elv_vel_orig,shoulder_elv_acc_orig,shoulder1_r2_pos_orig,shoulder1_r2_vel_orig,shoulder1_r2_acc_orig,shoulder_rot_pos_orig,shoulder_rot_vel_orig,shoulder_rot_acc_orig,elbow_flexion_pos_orig,elbow_flexion_vel_orig,elbow_flexion_acc_orig,pro_sup_pos_orig,pro_sup_vel_orig,pro_sup_acc_orig,deviation_pos_orig,deviation_vel_orig,deviation_acc_orig,flexion_pos_orig,flexion_vel_orig,flexion_acc_orig,wrist_hand_r1_pos_orig,wrist_hand_r1_vel_orig,wrist_hand_r1_acc_orig,wrist_hand_r3_pos_orig,wrist_hand_r3_vel_orig,wrist_hand_r3_acc_orig,Init_ID,Target_ID,Movement_ID,thorax_xpos_x,thorax_xpos_y,thorax_xpos_z,humerus_xpos_x,humerus_xpos_y,humerus_xpos_z,ulna_xpos_x,ulna_xpos_y,ulna_xpos_z,radius_xpos_x,radius_xpos_y,radius_xpos_z,proximal_row_xpos_x,proximal_row_xpos_y,proximal_row_xpos_z,hand_xpos_x,hand_xpos_y,hand_xpos_z,end-effector_xpos_x,end-effector_xpos_y,end-effector_xpos_z,target_xpos_x,target_xpos_y,target_xpos_z,thorax_xvelp_x,thorax_xvelp_y,thorax_xvelp_z,humerus_xvelp_x,humerus_xvelp_y,humerus_xvelp_z,ulna_xvelp_x,ulna_xvelp_y,ulna_xvelp_z,radius_xvelp_x,radius_xvelp_y,radius_xvelp_z,proximal_row_xvelp_x,proximal_row_xvelp_y,proximal_row_xvelp_z,hand_xvelp_x,hand_xvelp_y,hand_xvelp_z,end-effector_xvelp_x,end-effector_xvelp_y,end-effector_xvelp_z,target_xvelp_x,target_xvelp_y,target_xvelp_z,accsensor_end-effector_x,accsensor_end-effector_y,accsensor_end-effector_z,difference_vec_x,difference_vec_y,difference_vec_z,centroid_vel_projection,target_width,A_elv_angle,A_shoulder_elv,A_shoulder_rot,A_elbow_flexion,A_pro_sup,A_deviation,A_flexion,thorax_tx_frc,thorax_ty_frc,thorax_tz_frc,thorax_rx_frc,thorax_ry_frc,thorax_rz_frc,sternoclavicular_r2_frc,sternoclavicular_r3_frc,unrotscap_r3_frc,unrotscap_r2_frc,acromioclavicular_r2_frc,acromioclavicular_r3_frc,acromioclavicular_r1_frc,unrothum_r1_frc,unrothum_r3_frc,unrothum_r2_frc,elv_angle_frc,shoulder_elv_frc,shoulder1_r2_frc,shoulder_rot_frc,elbow_flexion_frc,pro_sup_frc,deviation_frc,flexion_frc,wrist_hand_r1_frc,wrist_hand_r3_frc,reward,step_type,target_switch,discount,elv_angle_pos,elv_angle_vel,elv_angle_acc,shoulder_elv_pos,shoulder_elv_vel,shoulder_elv_acc,shoulder_rot_pos,shoulder_rot_vel,shoulder_rot_acc,elbow_flexion_pos,elbow_flexion_vel,elbow_flexion_acc,pro_sup_pos,pro_sup_vel,pro_sup_acc,deviation_pos,deviation_vel,deviation_acc,flexion_pos,flexion_vel,flexion_acc,thorax_tx_pos,thorax_tx_vel,thorax_tx_acc,thorax_ty_pos,thorax_ty_vel,thorax_ty_acc,thorax_tz_pos,thorax_tz_vel,thorax_tz_acc,thorax_rx_pos,thorax_rx_vel,thorax_rx_acc,thorax_ry_pos,thorax_ry_vel,thorax_ry_acc,thorax_rz_pos,thorax_rz_vel,thorax_rz_acc,sternoclavicular_r2_pos,sternoclavicular_r2_vel,sternoclavicular_r2_acc,sternoclavicular_r3_pos,sternoclavicular_r3_vel,sternoclavicular_r3_acc,unrotscap_r3_pos,unrotscap_r3_vel,unrotscap_r3_acc,unrotscap_r2_pos,unrotscap_r2_vel,unrotscap_r2_acc,acromioclavicular_r2_pos,acromioclavicular_r2_vel,acromioclavicular_r2_acc,acromioclavicular_r3_pos,acromioclavicular_r3_vel,acromioclavicular_r3_acc,acromioclavicular_r1_pos,acromioclavicular_r1_vel,acromioclavicular_r1_acc,unrothum_r1_pos,unrothum_r1_vel,unrothum_r1_acc,unrothum_r3_pos,unrothum_r3_vel,unrothum_r3_acc,unrothum_r2_pos,unrothum_r2_vel,unrothum_r2_acc,shoulder1_r2_pos,shoulder1_r2_vel,shoulder1_r2_acc,wrist_hand_r1_pos,wrist_hand_r1_vel,wrist_hand_r1_acc,wrist_hand_r3_pos,wrist_hand_r3_vel,wrist_hand_r3_acc,ID_elv_angle,ID_shoulder_elv,ID_shoulder_rot,ID_elbow_flexion,ID_pro_sup,ID_deviation,ID_flexion,ID_thorax_tx,ID_thorax_ty,ID_thorax_tz,ID_thorax_rx,ID_thorax_ry,ID_thorax_rz,ID_sternoclavicular_r2,ID_sternoclavicular_r3,ID_unrotscap_r3,ID_unrotscap_r2,ID_acromioclavicular_r2,ID_acromioclavicular_r3,ID_acromioclavicular_r1,ID_unrothum_r1,ID_unrothum_r3,ID_unrothum_r2,ID_shoulder1_r2,ID_wrist_hand_r1,ID_wrist_hand_r3,opt_success,opt_error,opt_error_pos,opt_error_vel,opt_error_acc,Adot_elv_angle,ctrl_elv_angle,Adot_shoulder_elv,ctrl_shoulder_elv,Adot_shoulder_rot,ctrl_shoulder_rot,Adot_elbow_flexion,ctrl_elbow_flexion,Adot_pro_sup,ctrl_pro_sup,Adot_deviation,ctrl_deviation,Adot_flexion,ctrl_flexion,A_elv_angle_fwd_cp,Adot_elv_angle_fwd_cp,A_shoulder_elv_fwd_cp,Adot_shoulder_elv_fwd_cp,A_shoulder_rot_fwd_cp,Adot_shoulder_rot_fwd_cp,A_elbow_flexion_fwd_cp,Adot_elbow_flexion_fwd_cp,A_pro_sup_fwd_cp,Adot_pro_sup_fwd_cp,A_deviation_fwd_cp,Adot_deviation_fwd_cp,A_flexion_fwd_cp,Adot_flexion_fwd_cp
0,1.55000000,372.00000000,0.68366885,-0.01722722,1.07202141,-1.37961458,-0.06028204,-0.46030100,0.71680378,-0.00427950,1.34854071,0.32030702,0.01074062,0.01097454,1.36191412,0.00594866,0.04121735,0.21194362,-0.00729659,-0.11288229,-0.12610580,0.03350134,0.23039525,0.05341247,-0.01418969,-0.09758983,-0.05341247,0.01418969,0.09758983,0.12610580,-0.03350134,-0.23039525,-0.02553386,0.00678321,0.04663320,0.20635567,-0.05482042,-0.37699899,0.09275546,-0.02464126,-0.16946708,-0.09275546,0.02464126,0.16946708,-0.20635567,0.05482042,0.37699899,0.02553386,-0.00678321,-0.04663320,0.57808493,-0.38907325,-3.72760406,0.52109719,-0.13843491,-0.95202671,-0.57808493,0.38907325,3.72760406,0.03559256,-0.22884300,1.31121735,0.39719816,0.56237216,6.02407957,0.54945304,0.05063249,-4.34389938,-0.07544234,0.10623469,2.62985349,0.13751754,-0.07262349,-1.14614339,-0.10704286,0.15724862,3.86376625,0.13751754,-0.07262349,-1.14614339,0,1,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17213518522090915,0.13336613906852005,-0.09130566364068071,0.5234505706406157,-0.03905342650615161,0.12406317244919149,-0.14959596019326343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57808493,-0.38907325,-3.72760406,0.52109719,-0.13843491,-0.95202671,0.03559256,-0.22884300,1.31121735,0.39719816,0.56237216,6.02407957,0.54945304,0.05063249,-4.34389938,-0.07544234,0.10623469,2.62985349,0.13751754,-0.07262349,-1.14614339,-0.01632620,0.00000000,0.01097454,-0.00651000,0.00000000,0.04121735,0.15810000,0.00000000,-0.11288229,0.68366885,-0.01722722,1.07202141,-1.37961458,-0.06028204,-0.46030100,0.71680378,-0.00427950,1.34854071,-0.12610580,0.03350134,0.23039525,0.05341247,-0.01418969,-0.09758983,-0.05341247,0.01418969,0.09758983,0.12610580,-0.03350134,-0.23039525,-0.02553386,0.00678321,0.04663320,0.20635567,-0.05482042,-0.37699899,0.09275546,-0.02464126,-0.16946708,-0.09275546,0.02464126,0.16946708,-0.20635567,0.05482042,0.37699899,0.02553386,-0.00678321,-0.04663320,-0.57808493,0.38907325,3.72760406,-0.10704286,0.15724862,3.86376625,0.13751754,-0.07262349,-1.14614339,-2.89577401,2.37923219,-0.32145296,2.53132458,-0.16386103,0.25934557,-0.28936321,-3.84637363,-142.02441753,7.21201261,36.67325066,107.27631486,-5.80877067,-0.19098164,-0.49604024,0.70834287,-0.31347858,0.00598972,0.11923880,-0.04480071,-0.01860121,-0.00776783,-0.00557977,-0.27965338,-0.01159227,0.02472438,True,0.00003063,0.00046309,0.00615817,0.00003063,0.2711050953169425,,2.9147360443085577,,-0.24512368664984102,,7.073809402470987,,-1.8367316856506832,,3.480422973019759,,-1.6776194064914152,,-0.17213519,0.27110510,0.13336614,2.91473604,-0.09130566,-0.24512369,0.52345057,7.07380940,-0.03905343,-1.83673169,0.12406317,3.48042297,-0.14959596,-1.67761941
1,1.55200000,372.33333333,0.68364668,-0.01505754,1.18594602,-1.37969936,-0.06096437,-0.47073312,0.71680027,-0.00180105,1.46131904,0.32032197,0.01074844,0.01104280,1.36192251,0.00601640,0.04089156,0.21193311,-0.00744501,-0.11586096,-0.12605868,0.03379878,0.22174326,0.05339251,-0.01431569,-0.09392584,-0.05339251,0.01431569,0.09392584,0.12605868,-0.03379878,-0.22174326,-0.02552432,0.00684335,0.04488344,0.20627857,-0.05530707,-0.36284163,0.09272080,-0.02485998,-0.16310428,-0.09272080,0.02485998,0.16310428,-0.20627857,0.05530707,0.36284163,0.02552432,-0.00684335,-0.04488344,0.57753402,-0.39405360,-3.67269172,0.52090248,-0.13966388,-0.91627679,-0.57753402,0.39405360,3.67269172,0.03527666,-0.22707359,1.42301506,0.39799646,0.57083592,5.96547443,0.54951755,0.04526717,-4.62820750,-0.07528877,0.10984822,2.68340375,0.13741388,-0.07420566,-1.16865830,-0.10681561,0.16255805,3.94031994,0.13741388,-0.07420566,-1.16865830,0,1,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17159297503027526,0.13919561115713716,-0.0917959110139804,0.5375981894455577,-0.042726889877452975,0.131024018395231,-0.15295119900624626,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57729209,-0.39641865,-3.67270047,0.52081665,-0.14026749,-0.91629056,0.03514057,-0.22599698,1.42301247,0.39834677,0.57430311,5.96547948,0.54953579,0.04137606,-4.62821216,-0.07521914,0.11160148,2.68339387,0.13736761,-0.07496076,-1.16863549,-0.01632639,-0.00009368,-0.04683769,-0.00651403,-0.00201286,-1.00642788,0.15810032,0.00015912,0.07955954,0.68363997,-0.01443974,1.39374051,-1.37970425,-0.04483698,7.72252891,0.71679488,-0.00445172,-0.08611292,-0.12604454,0.03063372,-1.43380717,0.05337123,-0.02061803,-3.21416923,-0.05336458,0.02394483,4.87757301,0.12602683,-0.03948640,-2.99252870,-0.02552005,0.00690509,0.06094162,0.20625403,-0.05082365,1.99838235,0.09270124,-0.02710914,-1.23393807,-0.09270757,0.02394388,-0.34869335,-0.20624514,0.05526861,0.22409726,0.02551921,-0.00732304,-0.26991583,-0.57729440,0.39526060,3.09367600,-0.10671834,0.16225658,2.50398007,0.13737619,-0.07067376,0.97486360,-2.84553936,2.45824174,-0.32299074,2.59938781,-0.17902569,0.27047644,-0.29265185,-2.85931115,-120.89782381,5.24367690,31.81504939,96.60351729,-5.96548701,-0.17040336,-0.44305658,0.57980212,-0.25599940,0.00326887,0.09934368,-0.04009271,-0.03057459,-0.00057151,-0.00282338,-0.23744220,-0.00983817,0.02146809,True,0.00005569,0.00095217,0.01264797,0.00005569,,,,,,,,,,,,,,,-0.17159298,,0.13919561,,-0.09179591,,0.53759819,,-0.04272689,,0.13102402,,-0.15295120,
2,1.55400000,372.66666667,0.68362451,-0.01288787,1.29987062,-1.37978414,-0.06164669,-0.48116525,0.71679677,0.00067739,1.57409737,0.32033691,0.01075626,0.01111106,1.36193089,0.00608413,0.04056577,0.21192259,-0.00759343,-0.11883963,-0.12601156,0.03409623,0.21309128,0.05337255,-0.01444168,-0.09026185,-0.05337255,0.01444168,0.09026185,0.12601156,-0.03409623,-0.21309128,-0.02551478,0.00690349,0.04313368,0.20620146,-0.05579373,-0.34868426,0.09268614,-0.02507870,-0.15674149,-0.09268614,0.02507870,0.15674149,-0.20620146,0.05579373,0.34868426,0.02551478,-0.00690349,-0.04313368,0.57698311,-0.39903396,-3.61777938,0.52070777,-0.14089285,-0.88052686,-0.57698311,0.39903396,3.61777938,0.03496075,-0.22530417,1.53481278,0.39879476,0.57929968,5.90686929,0.54958206,0.03990185,-4.91251563,-0.07513520,0.11346175,2.73695402,0.13731023,-0.07578784,-1.19117321,-0.10658836,0.16786748,4.01687364,0.13731023,-0.07578784,-1.19117321,0,1,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57648478,-0.40365423,-3.61778752,0.52053260,-0.14202858,-0.88054474,0.03469471,-0.22292736,1.53481183,0.39951900,0.58611677,5.90682801,0.54959890,0.03155106,-4.91250356,-0.07498499,0.11707533,2.73692472,0.13721293,-0.07734310,-1.19117058,-0.01632671,-0.00015909,-0.03270683,-0.00652129,-0.00363411,-0.81062479,0.15810085,0.00026771,0.05429347,0.68361589,-0.01204008,1.19982837,-1.37976762,-0.03168214,6.57742076,0.71678563,-0.00462421,-0.08624486,-0.12598802,0.02825676,-1.18848202,0.05331913,-0.02605202,-2.71699494,-0.05330172,0.03142797,3.74156997,0.12593846,-0.04418363,-2.34861562,-0.02550625,0.00689895,-0.00307010,0.20615853,-0.04774773,1.53796122,0.09264274,-0.02924963,-1.07024520,-0.09266202,0.02277346,-0.58520842,-0.20613308,0.05602579,0.37859029,0.02550375,-0.00773099,-0.20397462,-0.57649128,0.40156169,3.15054619,-0.10638275,0.16779725,2.77033364,0.13723725,-0.06946964,0.60205919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2.94200000,706.33333333,0.76554021,-0.01271258,1.07886764,-1.44340520,-0.00393300,-0.28755627,0.86788324,0.01779954,0.87628901,0.32771401,0.00341886,0.02185910,1.36919339,-0.00101702,0.02323673,0.18242630,-0.00870682,0.02391003,-0.08895085,0.00064216,0.13468255,0.03767538,-0.00027167,-0.05703143,-0.03767538,0.00027167,0.05703143,0.08895085,-0.00064216,-0.13468255,-0.01801074,0.00013020,0.02726506,0.14555645,-0.00105112,-0.22038341,0.06542662,-0.00047234,-0.09905068,-0.06542662,0.00047234,0.09905068,-0.14555645,0.00105112,0.22038341,0.01801074,-0.00013020,-0.02726506,0.19681878,-0.08245574,-0.21157314,0.36756469,-0.00265449,-0.55653341,-0.19681878,0.08245574,0.21157314,-0.27338927,0.05092442,4.27649350,1.33443063,-0.11960882,-2.97957003,0.71761102,0.58880012,-22.19179398,0.11786106,-0.02376113,6.84349603,0.09398972,-0.01112353,-3.44110065,0.14857827,-0.02712244,7.94275516,0.09398972,-0.01112353,-3.44110065,1,2,1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.012095168421537628,0.08963771278247686,-0.004497108683493568,0.44630431184519465,0.02267067190379229,0.028475562140402984,-0.14974811246558636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19681878,-0.08245574,-0.21157314,0.36756469,-0.00265449,-0.55653341,-0.27338927,0.05092442,4.27649350,1.33443063,-0.11960882,-2.97957003,0.71761102,0.58880012,-22.19179398,0.11786106,-0.02376113,6.84349603,0.09398972,-0.01112353,-3.44110065,-0.01632620,0.00000000,0.02185910,-0.00651000,0.00000000,0.02323673,0.15810000,0.00000000,0.02391003,0.76554021,-0.01271258,1.07886764,-1.44340520,-0.00393300,-0.28755627,0.86788324,0.01779954,0.87628901,-0.08895085,0.00064216,0.13468255,0.03767538,-0.00027167,-0.05703143,-0.03767538,0.00027167,0.05703143,0.08895085,-0.00064216,-0.13468255,-0.01801074,0.00013020,0.02726506,0.14555645,-0.00105112,-0.22038341,0.06542662,-0.00047234,-0.09905068,-0.06542662,0.00047234,0.09905068,-0.14555645,0.00105112,0.22038341,0.01801074,-0.00013020,-0.02726506,-0.19681878,0.08245574,0.21157314,0.14857827,-0.02712244,7.94275516,0.09398972,-0.01112353,-3.44110065,0.17337227,1.61423700,-0.00907508,2.14406526,0.05613937,0.05610801,-0.29260489,-4.74745274,-142.71439537,12.79967675,67.44329078,49.10378616,-22.66103427,-0.09389634,-0.56267026,0.47684331,-0.13069480,-0.02323353,0.09947259,0.00395510,-0.01602418,0.03336908,-0.02105194,-0.00955414,0.01979351,0.02030292,True,0.00004537,0.00028759,0.00558682,0.00004537,3.420274319798914,,1.1454296400525907,,-3.7094729265678335,,9.196548395360077,,-2.124163458138746,,0.3609426039768559,,-4.750289501352089,,0.01209517,3.42027432,0.08963771,1.14542964,-0.00449711,-3.70947293,0.44630431,9.19654840,0.02267067,-2.12416346,0.02847556,0.36094260,-0.14974811,-4.75028950
1,2.94400000,706.66666667,0.76552278,-0.01079055,1.03549871,-1.44341055,-0.00448111,-0.27660280,0.86790793,0.01929126,0.81271445,0.32771872,0.00345710,0.01927448,1.36919201,-0.00095404,0.02242070,0.18241423,-0.00866122,0.02462367,-0.08894980,0.00087717,0.14108212,0.03767493,-0.00037123,-0.05974345,-0.03767493,0.00037123,0.05974345,0.08894980,-0.00087717,-0.14108212,-0.01801052,0.00017780,0.02856036,0.14555473,-0.00143575,-0.23085193,0.06542585,-0.00064521,-0.10375816,-0.06542585,0.00064521,0.10375816,-0.14555473,0.00143575,0.23085193,0.01801052,-0.00017780,-0.02856036,0.19670415,-0.08217702,-0.13657354,0.36756033,-0.00362573,-0.58296613,-0.19670415,0.08217702,0.13657354,-0.27331833,0.05852436,4.17622674,1.33426291,-0.12466748,-2.99630760,0.71843689,0.54007451,-21.65626735,0.11782541,-0.01069194,6.54082232,0.09397389,-0.01751698,-3.37711198,0.14853752,-0.01195386,7.59029059,0.09397389,-0.01751698,-3.37711198,1,2,1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.018935717061135456,0.09192857206258204,-0.011916054536629235,0.4646974086359148,0.0184223449875148,0.029197447348356696,-0.15924869146829054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19665332,-0.08272880,-0.13653277,0.36755705,-0.00382040,-0.58295491,-0.27327071,0.05927688,4.17622836,1.33417943,-0.12560142,-2.99630267,0.71870199,0.54548759,-21.65626457,0.11783970,-0.01067949,6.54081997,0.09395396,-0.01787779,-3.37712713,-0.01632643,-0.00011549,-0.05774479,-0.00651405,-0.00202287,-1.01143738,0.15810057,0.00028368,0.14183857,0.76552335,-0.00842915,2.14171654,-1.44340053,0.00233111,3.13205340,0.86791459,0.01567340,-1.06306578,-0.08895217,-0.00065859,-0.65037515,0.03766037,-0.00750416,-3.61624544,-0.03766175,0.00681773,3.27303007,0.08894447,-0.00319215,-1.27499644,-0.01801233,-0.00079722,-0.46370642,0.14556127,0.00240647,1.72879464,0.06542556,-0.00053007,-0.02886749,-0.06542673,-0.00005292,-0.26262739,-0.14555080,0.00282947,0.88917056,0.01800858,-0.00107647,-0.47313593,-0.19665340,0.08268906,0.11666221,0.14855694,-0.01066707,8.22768500,0.09396227,-0.01372239,-1.29942904,0.28981340,1.63884348,-0.03584479,2.23257464,0.04217321,0.05674024,-0.30737019,-3.71728943,-121.38115550,9.30340980,60.00164181,42.83577065,-20.48663531,-0.08533804,-0.51057178,0.38744260,-0.10510750,-0.02340553,0.08522205,-0.00009475,-0.02399950,0.03157408,-0.01911143,0.00288899,0.01777423,0.01855141,True,0.00002966,0.00020103,0.05116721,0.00002966,,,,,,,,,,,,,,,0.01893572,,0.09192857,,-0.01191605,,0.46469741,,0.01842234,,0.02919745,,-0.15924869,
